,SB,DT,DB,ASP,TC,LT,VB,PC,GB,PC_S1,SB_M1,ASP_S1,ASP_S2,ASP_S3
mRpS33,0.4973313925278991,0.2479489516864175,0.5879027699265121,0.5201465201465202,0.3739545997610514,0.249221183800623,0.5787321063394683,0.6804252657911195,0.1111111111111111,326.0,12.1226523892481,1249.3694210121,247.947728152167,128.33825075
ema,0.0349344978165938,0.0223336371923427,0.0378745053702656,0.0439560439560439,0.021505376344086,0.043613707165109,0.032719836400818,0.0469043151969981,0.0277777777777777,269.25,8.53030606125222,6062.952075551847,751.7859615188995,47.723422
Sdhaf3,0.0674429888403687,0.0369188696444849,0.0977953646127755,0.0769230769230769,0.068100358422939,0.0218068535825545,0.1042944785276073,0.1031894934333958,0.0694444444444444,159.75,9.9948481499318,691.780043321564,168.7602995760335,63.74529375
AdSL,0.0975254730713246,0.0660893345487693,0.1096664782362916,0.2454212454212454,0.08363201911589,0.0342679127725856,0.1451942740286298,0.1169480925578486,0.0277777777777777,344.0,9.346465106903366,8563.93916646909,1237.6524823913749,128.89799625
CG3995,0.0553129548762736,0.0414767547857794,0.0808366308648954,0.0695970695970696,0.02389486260454,0.0560747663551401,0.081799591002045,0.0856785490931832,0.0277777777777777,156.75,9.556248047450008,1474.80493459231,285.363666071978,48.4699195
Ns1,0.0907326540514313,0.0578851412944393,0.0859242509892594,0.1282051282051282,0.075268817204301,0.0186915887850467,0.1349693251533742,0.1350844277673546,0.0277777777777777,311.25,12.305052687287647,6310.794907688403,1074.879720772555,71.58599799999999
Keap1,0.029597282872392,0.0314494074749316,0.0339174674957603,0.0512820512820512,0.019115890083632,0.0529595015576324,0.0388548057259713,0.0656660412757973,0.0694444444444444,208.5,9.48165272950702,1000.790988955131,222.0741461460241,12.1372825
GckIII,0.1999029597282872,0.0856882406563354,0.2159412097230073,0.2087912087912088,0.1672640382317801,0.1370716510903426,0.1942740286298568,0.2851782363977486,0.1388888888888889,466.5,11.06739167246415,3223.37724221265,468.7713275451728,49.151649500000005
Det,0.1023774866569626,0.1257976298997265,0.1695873374788016,0.0219780219780219,0.068100358422939,0.0404984423676012,0.2494887525562372,0.056910569105691,0.0277777777777777,260.25,11.05543801675995,1809.0138238976097,419.684298912144,139.81092625
sll,0.0397865114022319,0.0191431175934366,0.043527416619559,0.0659340659340659,0.026284348864994,0.0404984423676012,0.0470347648261758,0.0512820512820512,0.0,288.75,9.35785225047512,1494.94872111354,307.33869807654526,21.58860625
Odj,0.1023774866569626,0.0916134913400182,0.1430186546071226,0.1611721611721611,0.086021505376344,0.0809968847352024,0.130879345603272,0.1269543464665415,0.125,184.75,10.2403594851692,2613.13374584125,526.6667948360008,66.85467625
CG7785,0.0315380883066472,0.0232452142206016,0.0582249858677218,0.0219780219780219,0.020310633213859,0.0342679127725856,0.0388548057259713,0.0531582238899312,0.0138888888888888,240.5,8.013489923877875,1176.14703952777,194.86946605231773,20.6095125
cdm,0.0621057738961669,0.0610756608933454,0.080271339739966,0.0732600732600732,0.032258064516129,0.0498442367601246,0.0797546012269938,0.0737961225766103,0.0416666666666666,573.75,9.72425571734027,6858.728616126893,1211.05640528783,61.904754
Nup43,0.0887918486171761,0.0720145852324521,0.1232334652345958,0.0695970695970696,0.070489844683393,0.0404984423676012,0.1267893660531697,0.099437148217636,0.0,240.0,9.966967322530856,2839.5576452173004,335.6378211685073,78.351754
CG7694,0.2940320232896652,0.1185050136736554,0.3346523459581684,0.3772893772893773,0.2258064516129032,0.1806853582554517,0.3251533742331288,0.4183864915572232,0.0972222222222222,481.0,11.54771078180195,1151.67474467486,137.647631059223,50.22422875
CG31224,0.1770984958757884,0.1531449407474931,0.1910684002261164,0.1978021978021978,0.1565113500597371,0.2305295950155763,0.1779141104294478,0.2001250781738586,0.375,212.0,10.146795666433553,4284.707619669724,402.5518009265022,9.332473
snRNP-U1-C,0.3760310528869481,0.2123974475843209,0.4561899378179762,0.4322344322344322,0.3082437275985663,0.2461059190031152,0.3987730061349693,0.3977485928705441,0.3055555555555556,324.25,11.30302888961945,2440.936703029893,336.64012334981777,137.70855275
CG5835,0.217855409995148,0.3463992707383774,0.2261164499717354,0.3113553113553113,0.2783751493428912,0.8099688473520249,0.2597137014314928,1.2226391494684177,9.083333333333334,341.0,8.375429479994331,305.24178755762983,12.747879296073767,16.47496725
CG5555,0.0514313440077632,0.0346399270738377,0.0655737704918032,0.0622710622710622,0.031063321385902,0.0903426791277258,0.0879345603271983,0.0819262038774233,0.125,326.5,9.82242526631046,1804.0776816078635,330.5420578680545,31.62905125
bnl,0.0601649684619116,0.0838650865998176,0.4465799886941775,0.0659340659340659,0.081242532855436,3.5482866043613708,0.7055214723926381,0.1869918699186991,0.1527777777777778,223.25,8.54909256218505,326.46669946611865,23.07269822373056,2.096288
CG4936,0.0601649684619116,0.0423883318140382,0.078575466365178,0.0805860805860805,0.041816009557945,0.0591900311526479,0.0736196319018405,0.0675422138836773,0.0416666666666666,222.25,10.150215134154148,2285.8067078406134,379.9366039143042,59.17075325
mdlc,0.0310528869480834,0.0218778486782133,0.0395703787450537,0.0476190476190476,0.027479091995221,0.02803738317757,0.0449897750511247,0.0331457160725453,0.0138888888888888,161.0,9.446868988608555,866.7526549162576,166.5083658719477,23.04476125
CG16953,0.1271227559437166,0.0733819507748404,0.1379310344827586,0.1465201465201465,0.094384707287933,0.1619937694704049,0.1329243353783231,0.1819887429643527,0.4305555555555556,386.0,12.01658689543995,5282.04067517185,619.768802280777,63.16428725
Pus1,0.0688985929160601,0.0460346399270738,0.07687959299039,0.0586080586080586,0.038231780167264,0.0311526479750778,0.130879345603272,0.1307066916823014,0.0138888888888888,398.75,9.927111408866004,1926.1836537857869,516.3924268303062,66.95676975
Smyd5,0.0465793304221251,0.0414767547857794,0.0520067834934991,0.1062271062271062,0.040621266427718,0.02803738317757,0.0756646216768916,0.0637898686679174,0.0,285.75,10.0847401683308,2399.47034782706,651.9583026216648,63.948682
CG3337,0.1246967491508976,0.1075660893345487,0.2125494629734313,0.1098901098901098,0.091995221027479,0.1214953271028037,0.2862985685071574,0.1844903064415259,0.0694444444444444,177.25,8.127872702298571,734.763835077124,106.7014324489696,38.21005225
e,0.2367782629791363,0.019598906107566,0.0220463538722442,0.0109890109890109,0.1027479091995221,0.5327102803738317,0.065439672801636,0.0250156347717323,5.097222222222222,170.5,10.6711149183477,77.15453370716683,8.615714187959195,11.82299175
InR,0.9524502668607472,0.5583409298085689,0.8886376483889203,1.1062271062271063,0.7240143369175627,0.956386292834891,1.0940695296523515,1.940587867417136,1.4861111111111112,278.0,7.891641049835685,4241.20833185366,322.8823516518085,6.67413875
Cchl,0.4153323629306162,0.1987237921604375,0.4669304691916336,0.6373626373626373,0.2700119474313022,0.1619937694704049,0.4580777096114519,0.4371482176360225,0.0138888888888888,261.5,10.49816499862235,2534.6249738210204,472.88310656582775,76.513642
pit,0.096555070354197,0.0779398359161349,0.1164499717354437,0.0879120879120879,0.0991636798088411,0.0186915887850467,0.2004089979550102,0.1607254534083802,0.0277777777777777,439.25,12.0304911756427,6307.261107394587,1029.1280210857356,128.3740975
Fadd,0.0718098010674429,0.036007292616226,0.1215375918598078,0.0549450549450549,0.051373954599761,0.0747663551401869,0.1063394683026584,0.156347717323327,0.1388888888888889,157.0,9.076058966550654,763.0318214535928,128.72121256319116,19.23842
lqfR,0.3279961183891315,0.1782133090246125,0.3928773318258903,0.3992673992673993,0.2640382317801673,0.3052959501557632,0.3190184049079754,0.5196998123827392,0.1666666666666666,293.0,11.2910069457581,6069.749445665259,938.2132411527214,70.195374
CG7054,0.0790878214459,0.044211485870556,0.1317128321085359,0.0805860805860805,0.089605734767025,0.0342679127725856,0.0552147239263803,0.1532207629768605,0.0,245.0,10.48723228674765,1147.1458136336694,57.60292926874193,20.919521250000003
CG5377,0.0630761766132945,0.0291704649042844,0.1000565291124929,0.0586080586080586,0.048984468339307,0.0342679127725856,0.1063394683026584,0.0950594121325828,0.0138888888888888,254.5,8.33586914332658,892.9806672829305,139.52956129763197,30.187156
CG6937,0.1421639980591945,0.1071103008204193,0.1520633126059921,0.1684981684981685,0.1170848267622461,0.0591900311526479,0.2453987730061349,0.2001250781738586,0.0277777777777777,162.0,11.375680851147,2538.1889989736464,443.9593112945,74.601257
mRpL45,0.2057253760310529,0.1166818596171376,0.2402487280949689,0.1648351648351648,0.1385902031063321,0.0996884735202492,0.2433537832310838,0.2501563477173233,0.0416666666666666,379.0,10.20875043824285,4339.994409137893,590.9922802488493,113.347539
loco,0.0883066472586123,0.0501367365542388,0.1899378179762577,0.1648351648351648,0.091995221027479,0.2211838006230529,0.1574642126789366,0.1838649155722326,0.2916666666666667,307.75,10.43352081031675,3537.756667522633,466.5102145072104,29.5718725
Gclm,0.1445900048520136,0.0856882406563354,0.220463538722442,0.1355311355311355,0.1063321385902031,0.2398753894080997,0.5930470347648262,0.257661038148843,0.0277777777777777,266.25,7.909393678502515,1507.02368224608,180.39613840720875,37.026713
Nup133,0.0417273168364871,0.0373746581586144,0.0514414923685698,0.0329670329670329,0.028673835125448,0.0249221183800623,0.0613496932515337,0.0456535334584115,0.0138888888888888,181.0,11.322026064163447,5496.438848557217,763.5465097250647,31.609186500000003
Ublcp1,0.1858321203299369,0.1207839562443026,0.2984737139626908,0.1978021978021978,0.1385902031063321,0.2211838006230529,0.2474437627811861,0.2876797998749218,0.1805555555555555,456.25,11.0471521783401,2081.9094630361865,259.8271006507565,57.9699375
Rassf,0.0761766132945172,0.0943482224247948,0.1401921989824759,0.0732600732600732,0.034647550776583,0.2274143302180685,0.0940695296523517,0.1932457786116322,0.4027777777777778,283.5,11.60604524128265,2636.4131598385297,325.43217852192674,24.4282365
CenB1A,0.0868510431829209,0.0642661804922515,0.1158846806105144,0.1282051282051282,0.1146953405017921,0.1713395638629283,0.1083844580777096,0.2057535959974984,0.5277777777777778,186.25,9.61413067095316,4509.665166587966,740.4099557303192,49.444655
unk,0.0994662785055798,0.0834092980856882,0.108535895986433,0.1794871794871795,0.0991636798088411,0.0747663551401869,0.0920245398773006,0.0981863664790494,0.1388888888888889,262.5,9.582450087000623,5014.937111118245,1273.429237213652,41.0820375
CG10254,0.0897622513343037,0.0615314494074749,0.1520633126059921,0.0915750915750915,0.070489844683393,0.1152647975077881,0.1492842535787321,0.1794871794871795,0.0833333333333333,159.5,9.37832118783186,2084.73458429924,351.729908764818,10.061321
Nup98-96,0.108685104318292,0.0865998176845943,0.1492368569813454,0.0952380952380952,0.0979689366786141,0.1059190031152648,0.1411042944785276,0.1413383364602876,0.1666666666666666,222.75,11.1473800210679,8743.556805050343,692.92207076263,13.6378635
CG31142,0.2032993692382338,0.1121239744758432,0.2374222724703222,0.2344322344322344,0.1469534050179211,0.087227414330218,0.2515337423312883,0.2288930581613508,0.1388888888888889,236.0,11.3708939336322,979.053215287508,149.13350417821698,80.03616575000001
GluProRS,0.2789907811741873,0.1071103008204193,0.4522328999434709,0.4688644688644688,0.2258064516129032,0.1401869158878504,0.5194274028629857,0.4452782989368355,0.0416666666666666,487.25,11.4561833753833,15591.182846716469,1113.7891911454024,71.73757350000001
Miro,0.054342552159146,0.0373746581586144,0.0808366308648954,0.0989010989010989,0.034647550776583,0.0404984423676012,0.0674846625766871,0.0644152595372107,0.0138888888888888,175.25,10.288717184693049,3403.22593230943,764.602343220915,39.824431
CG18428,0.1804949053857351,0.1303555150410209,0.2131147540983606,0.1208791208791208,0.1350059737156511,0.0903426791277258,0.1492842535787321,0.2013758599124452,0.0972222222222222,171.75,11.2184066227028,578.3447952694073,287.5131479288148,50.34062525
Slimp,0.024745269286754,0.0104831358249772,0.0339174674957603,0.0219780219780219,0.020310633213859,0.0186915887850467,0.0347648261758691,0.0368980612883051,0.0,188.25,9.30347780042151,569.4805846075833,104.23692769484911,12.33754125
mRpS24,0.3134400776322174,0.1412944393801276,0.4064443188241944,0.315018315018315,0.2305854241338112,0.2118380062305296,0.3537832310838446,0.4709193245778612,0.1527777777777778,189.5,11.22099234164105,730.6241310809993,97.8503854497726,132.51192325
mask,0.6569626394953906,0.5045578851412944,0.8405879027699266,0.6776556776556777,0.6439665471923537,0.8193146417445483,0.7443762781186094,0.9380863039399624,0.7222222222222222,524.0,11.2865564434701,18577.4693801431,1094.9100678072057,13.649082750000002
jar,0.6812227074235808,0.1577028258887876,0.2182023742227247,2.120879120879121,0.1839904420549581,0.0841121495327102,0.1533742331288343,0.5015634771732332,0.0694444444444444,385.25,10.8102970722601,17384.701221722302,1072.205522188598,100.28153025
crb,1.4468704512372634,0.8154056517775752,1.3086489542114188,1.47985347985348,1.3345280764635603,0.9439252336448598,0.8977505112474438,1.4596622889305817,0.9722222222222222,280.75,10.54599047685855,7909.61522801652,379.2096439845757,14.51437675
CG6454,0.0727802037845705,0.0510483135824977,0.1091011871113623,0.0659340659340659,0.058542413381123,0.1090342679127725,0.0838445807770961,0.0963101938711694,0.0833333333333333,379.0,9.42074197365395,4059.8492340278767,847.243078853264,31.03669175
CG6695,0.0936438622028141,0.0583409298085688,0.1158846806105144,0.1062271062271062,0.063321385902031,0.0560747663551401,0.1226993865030674,0.1125703564727955,0.0138888888888888,283.0,9.709082883102276,5834.839199397854,1208.5088658231423,62.27186775
CG31126,0.294517224648229,0.1148587055606198,0.3295647258338044,0.293040293040293,0.2031063321385902,0.1339563862928348,0.3067484662576687,0.3852407754846779,0.2083333333333333,244.75,10.52963163056375,684.5978019388567,169.869134791406,69.89444800000001
CG11069,0.121300339640951,0.0916134913400182,0.1401921989824759,0.1501831501831501,0.1385902031063321,0.2429906542056074,0.0797546012269938,0.0950594121325828,0.125,770.5,11.59689631729495,4227.367811418029,336.893317218775,47.92691175
CG11771,0.0688985929160601,0.0287146763901549,0.0910118711136235,0.0659340659340659,0.04778972520908,0.02803738317757,0.0736196319018405,0.0844277673545966,0.0277777777777777,171.5,10.008419653314885,4499.9069368624905,432.1464467433033,47.5734635
beta4GalT7,0.1397379912663755,0.0651777575205104,0.2210288298473714,0.1098901098901098,0.0908004778972521,0.0809968847352024,0.2719836400817996,0.2095059412132582,0.0,393.5,11.9909946473537,2087.408139781324,247.53483239702695,58.488756
Vps33B,0.0732654051431344,0.0428441203281677,0.0938383267382702,0.0805860805860805,0.051373954599761,0.0591900311526479,0.0879345603271983,0.1006879299562226,0.0694444444444444,424.25,9.708890708097774,2285.9324881165867,316.0896637788685,39.88895225
XNP,0.2314410480349345,0.1768459434822242,0.2645562464669305,0.3113553113553113,0.1768219832735962,0.1806853582554517,0.1983640081799591,0.2101313320825516,0.1666666666666666,276.5,10.4395741250677,14347.898843549432,1978.6495597914825,67.01045225
Ssadh,0.0688985929160601,0.0455788514129443,0.1209723007348784,0.1098901098901098,0.056152927120669,0.0373831775700934,0.1431492842535787,0.0794246404002501,0.0138888888888888,312.25,11.0837021113923,2291.216365781697,199.23365237203424,52.10787625
CLS,0.0460941290635613,0.0341841385597082,0.0678349349915206,0.0439560439560439,0.045400238948626,0.0560747663551401,0.0736196319018405,0.056910569105691,0.0,361.25,8.107820661326015,2044.9889877697635,441.5797769614508,75.14854775
TfIIA-L,0.5138282387190685,0.3076572470373747,0.7987563595251554,0.6593406593406593,0.4157706093189964,0.3956386292834891,0.6605316973415133,0.9781113195747342,0.4722222222222222,656.5,12.28967705519155,5662.570246571617,762.833441285596,152.12807475
woc,0.1974769529354682,0.1649954421148587,0.2758620689655172,0.2307692307692307,0.1397849462365591,0.1588785046728972,0.2269938650306748,0.2226391494684177,0.1527777777777778,220.75,12.2571441893175,9198.248254557591,894.8608988383671,32.60644925
mrt,0.1057738961669092,0.0323609845031905,0.0949689089881288,0.1575091575091575,0.056152927120669,0.0373831775700934,0.0961145194274028,0.1019387116948092,0.1111111111111111,161.0,9.066502284759403,1556.2079885337537,312.6445962094373,23.70493475
pins,0.0936438622028141,0.0628988149498632,0.1424533634821933,0.0769230769230769,0.057347670250896,0.1433021806853582,0.0838445807770961,0.2226391494684177,0.25,407.75,10.08830077887125,4612.856776998083,1377.5924183282125,42.97616975
CG5003,0.0824842309558466,0.0610756608933454,0.113623516110797,0.0915750915750915,0.07168458781362,0.0716510903426791,0.0879345603271983,0.0956848030018761,0.0555555555555555,252.25,10.3499110468539,4272.18860451024,690.4812150821559,59.0831975
mRpS22,0.1974769529354682,0.1007292616226071,0.2651215375918598,0.2747252747252747,0.1385902031063321,0.1183800623052959,0.3169734151329243,0.3145716072545341,0.0555555555555555,481.5,11.563433650748353,4000.02569964417,466.6679042696777,101.94574725
CG4951,0.1523532265890344,0.0879671832269826,0.2035048049745619,0.1282051282051282,0.094384707287933,0.0529595015576324,0.1697341513292433,0.1513445903689806,0.0,267.75,11.1086620668898,2953.1962738301168,483.9767149514455,112.50394775
Ppn,0.7738961669092673,0.5045578851412944,0.2210288298473714,0.1611721611721611,0.6606929510155317,0.6448598130841121,0.1983640081799591,0.0969355847404628,0.0277777777777777,198.25,12.3670991878679,22230.818085029805,2158.7790948721904,52.470408500000005
CG9986,0.0446385249878699,0.0350957155879671,0.0627473148671565,0.0549450549450549,0.033452807646356,0.0249221183800623,0.0531697341513292,0.0838023764853033,0.0277777777777777,325.5,8.260924544614005,1379.4427235349667,159.92235727529075,22.103002
snu,0.0688985929160601,0.0410209662716499,0.1351045788581119,0.0512820512820512,0.015531660692951,0.7694704049844237,0.5010224948875256,0.0168855534709193,0.2916666666666667,491.75,10.8615812482458,3103.7114824811265,1252.4414289261715,21.74367425
wat,0.029597282872392,0.0123062898814949,0.4782362916902204,0.0366300366300366,0.014336917562724,0.2834890965732087,0.5848670756646217,0.2939337085678549,0.1388888888888889,209.0,10.8874618615613,1284.458133110873,924.0007166219996,26.015052
alpha-Man-Ib,0.0630761766132945,0.0305378304466727,0.0780101752402487,0.0879120879120879,0.063321385902031,0.0529595015576324,0.0695296523517382,0.1013133208255159,0.0277777777777777,537.75,9.889924648428504,4976.253034829054,1147.246784979667,44.759763
lncRNA:CR31044,0.7200388161086851,0.6504102096627165,0.8784624081401922,1.0183150183150182,0.8327359617682198,0.6666666666666666,0.787321063394683,1.1657285803627266,1.3194444444444444,423.75,7.889896388868316,1690.5286153437798,835.3561532861918,0.0
CG1907,0.2950024260067928,0.1317228805834093,0.3550028264556246,0.3223443223443223,0.2962962962962963,0.146417445482866,0.3435582822085889,0.4358974358974359,3.6666666666666665,495.75,11.27307003863205,2309.4210159364234,391.2476055058072,47.28831525
Pcd,1.4056283357593402,0.7301731996353692,1.275296777840588,1.0915750915750917,2.1135005973715653,2.068535825545171,1.0674846625766872,0.8223889931207005,3.236111111111111,316.5,12.1017239657025,3375.8501441981866,365.461321626686,125.85116575
CG7789,0.438136826783115,0.1162260711030082,0.4160542679479932,0.5677655677655677,0.3273596176821983,0.2429906542056074,0.3640081799591002,0.624765478424015,0.0555555555555555,375.75,10.47539002586085,1742.745402388,248.2371441269465,68.38183249999999
Cad99C,0.2688015526443474,0.1116681859617137,0.3420011305822498,0.1648351648351648,0.2186379928315412,0.1495327102803738,0.3844580777096114,0.1869918699186991,0.3055555555555556,160.0,10.333937367080347,5987.2985364009,862.6284044862969,19.842319
CG15514,0.1523532265890344,0.1020966271649954,0.2125494629734313,0.1575091575091575,0.1266427718040621,0.146417445482866,0.1860940695296523,0.2132582864290181,0.1388888888888889,213.0,10.03709406037525,1770.4065424118064,297.200800790318,45.618965
CG11504,0.0616205725376031,0.0332725615314494,0.0582249858677218,0.0879120879120879,0.022700119474313,0.0591900311526479,0.0531697341513292,0.0719199499687304,0.0555555555555555,250.75,8.113741512372744,2419.063305934073,475.48497018001103,46.996169
Sry-delta,0.1266375545851528,0.1185050136736554,0.1758055398530243,0.1648351648351648,0.1087216248506571,0.1152647975077881,0.1186094069529652,0.1688555347091932,0.0694444444444444,382.5,9.730974394880697,2426.908380108957,360.20447596731645,77.26895975000001
mRpS18C,0.1513828238719068,0.0907019143117593,0.2628603730921424,0.1611721611721611,0.1027479091995221,0.0903426791277258,0.2515337423312883,0.265791119449656,0.0416666666666666,251.75,9.18262361164063,1028.9623505372886,177.67521612661602,96.76711975
dco,0.2624939349830179,0.158158614402917,0.2509892594686263,0.3003663003663003,0.2102747909199522,0.249221183800623,0.2658486707566462,0.3746091307066916,0.3055555555555556,299.75,10.9782636752515,7956.729199785736,1572.26556211467,78.125331
mRpL32,0.146045608927705,0.0628988149498632,0.1916336913510458,0.1758241758241758,0.1266427718040621,0.0623052959501557,0.1983640081799591,0.2589118198874296,0.0555555555555555,274.0,11.8477520615567,1485.60812658286,245.33389277567105,80.63557374999999
CG34347,0.0407569141193595,0.0391978122151321,0.111927642736009,0.0293040293040293,0.034647550776583,0.1059190031152648,0.0531697341513292,0.0343964978111319,0.0972222222222222,244.75,7.442683855398656,2412.808258146657,587.3270631126987,7.6857765
mey,0.1193595342066957,0.2543299908842297,0.3001695873374788,0.2087912087912088,0.7048984468339307,0.4517133956386293,0.1063394683026584,0.0512820512820512,0.1111111111111111,649.75,7.921820661961835,1854.31091591758,120.72234242831593,43.284844500000005
CstF50,0.056768558951965,0.0264357338195077,0.0864895421141888,0.0549450549450549,0.037037037037037,0.0218068535825545,0.0715746421267893,0.0875547217010631,0.0,257.5,10.04935057163433,2933.331458405813,415.79959494978976,71.744855
nero,0.1809801067442988,0.0907019143117593,0.1961560203504805,0.1758241758241758,0.1254480286738351,0.0685358255451713,0.2576687116564417,0.2507817385866166,0.0416666666666666,243.5,11.51299762305465,2868.9018496387434,475.479244909495,80.749617
CG1910,0.8059194565744784,0.5606198723792161,1.1141888072357264,1.010989010989011,0.5949820788530465,0.5981308411214953,0.885480572597137,1.0068792995622264,0.3888888888888889,410.75,11.93250369581185,13944.621379860168,2460.60128066327,131.11500425
Mccc1,0.1096555070354197,0.0820419325432999,0.1690220463538722,0.1648351648351648,0.1362007168458781,0.0934579439252336,0.2147239263803681,0.182614133833646,0.0138888888888888,491.5,11.60275212731245,5161.941809069333,926.251634795126,71.101141
Pdk1,0.2125181950509461,0.1627164995442115,0.2956472583380441,0.1575091575091575,0.2473118279569892,0.4205607476635514,0.4867075664621677,0.3139462163852408,0.1944444444444444,310.5,9.82478166420267,6059.096807162846,760.1178156261208,25.2719335
mri,0.2265890344492964,0.1627164995442115,0.2679479932165065,0.238095238095238,0.1612903225806451,0.2367601246105919,0.2249488752556237,0.2958098811757348,0.2361111111111111,655.75,11.5430237237005,5304.084168381063,830.2385587332028,119.43430125
DIP2,0.1387675885492479,0.1075660893345487,0.2040700960994912,0.1538461538461538,0.1170848267622461,0.2305295950155763,0.1533742331288343,0.2451532207629768,0.2638888888888889,224.25,11.3632048810865,4223.285000327794,478.3325449197432,12.78856075
Atac3,0.0732654051431344,0.0492251595259799,0.1051441492368569,0.0915750915750915,0.063321385902031,0.102803738317757,0.0715746421267893,0.1088180112570356,0.125,387.25,8.8549181511071,2441.9828448930803,532.7449090888771,43.1408435
trh,0.8597768073750607,0.0879671832269826,1.8711136235161108,0.1611721611721611,0.1660692951015531,1.0498442367601246,1.458077709611452,1.6110068792995622,0.0972222222222222,213.0,11.618709030110551,797.012819755926,680.0404697966043,4.6538315
Vti1a,0.0795730228044638,0.0432999088422971,0.0469191633691351,0.1098901098901098,0.069295101553166,0.0841121495327102,0.0572597137014314,0.0619136960600375,0.0277777777777777,166.25,8.352371620905544,434.2895783789733,62.09023794221448,14.49045725
hng3,0.2610383309073265,0.3404740200546946,0.3227812323346523,0.2087912087912088,0.3082437275985663,0.2772585669781931,0.4601226993865031,0.1407129455909943,0.3611111111111111,253.5,10.7169145035734,2405.63593834001,254.8410220739038,58.7237935
JMJD5,0.0393013100436681,0.0350957155879671,0.0582249858677218,0.0256410256410256,0.034647550776583,0.0529595015576324,0.0531697341513292,0.0581613508442776,0.0277777777777777,189.0,9.63824497536534,1309.5692510760634,209.96834777386823,36.88174825
Rabex-5,0.0378457059679767,0.0282588878760255,0.0491803278688524,0.0366300366300366,0.025089605734767,0.0654205607476635,0.0245398773006134,0.0481550969355847,0.1111111111111111,157.5,9.17384433679063,898.612369800699,95.74469076925725,12.50170725
msd5,0.0378457059679767,0.0515041020966271,0.0955342001130582,0.0146520146520146,0.025089605734767,0.0249221183800623,0.1206543967280163,0.0362726704190118,0.0138888888888888,258.0,9.081342141175226,1700.37036953241,454.601936559605,120.25583025
CG2199,0.0921882581271227,0.0633546034639927,0.1232334652345958,0.1465201465201465,0.070489844683393,0.0809968847352024,0.1942740286298568,0.140087554721701,0.0138888888888888,399.5,8.176272680618695,3584.2253731254264,858.496389107213,43.558876
CG12084,0.0659873847646773,0.0583409298085688,0.0915771622385528,0.0989010989010989,0.08363201911589,0.0903426791277258,0.0838445807770961,0.0919324577861163,0.1666666666666666,303.25,8.71472185252684,3642.9898182299935,385.7582772449773,24.6591875
ABCB7,0.0611353711790393,0.0474020054694621,0.0955342001130582,0.0842490842490842,0.07168458781362,0.0747663551401869,0.1104294478527607,0.1031894934333958,0.0555555555555555,302.75,8.240057098545044,1599.809533868127,394.0112714751963,22.3716935
CG13919,0.1528384279475982,0.0738377392889699,0.2261164499717354,0.1282051282051282,0.1218637992831541,0.1744548286604361,0.1860940695296523,0.2207629768605378,0.2361111111111111,208.5,9.79202857144939,625.046675843079,95.02215413388002,72.90181749999999
CG2021,0.2096069868995633,0.1289881494986326,0.2549462973431317,0.2344322344322344,0.1708482676224611,0.1246105919003115,0.2331288343558282,0.2970606629143214,0.0416666666666666,347.75,12.15674732628355,2010.2028505267035,248.65565070385296,246.374664
CG12024,0.0572537603105288,0.0405651777575205,0.0955342001130582,0.0256410256410256,0.03584229390681,0.0529595015576324,0.081799591002045,0.0800500312695434,0.0555555555555555,180.25,9.874229306043276,1756.3009067279966,285.192314102181,32.101941
HBS1,0.0659873847646773,0.0455788514129443,0.0887507066139061,0.0586080586080586,0.058542413381123,0.1121495327102803,0.0858895705521472,0.1100687929956222,0.1111111111111111,158.75,10.6718860901285,2562.30084662711,149.02018715464555,33.47862775
Aprt,0.4662785055798156,0.1823154056517775,0.5573770491803278,0.5238095238095238,0.3966547192353644,0.2523364485981308,0.4437627811860941,0.6635397123202001,0.0972222222222222,173.75,9.749754292020544,709.058616495734,97.51109317915348,25.983544
Cnb,0.0645317806889859,0.0501367365542388,0.1091011871113623,0.1282051282051282,0.057347670250896,0.0560747663551401,0.081799591002045,0.148217636022514,0.0416666666666666,327.0,9.64932363307466,2520.755273376397,501.3507430585274,36.35010475
CG5704,0.1242115477923338,0.048313582497721,0.1232334652345958,0.1282051282051282,0.078853046594982,0.0560747663551401,0.0736196319018405,0.1375859912445278,0.0416666666666666,209.75,9.57086759364613,1242.2526491818664,58.65979339790317,22.59207275
msn,0.7491508976225133,0.5952597994530537,0.5641605426794799,0.4871794871794871,0.5029868578255675,0.7663551401869159,0.5787321063394683,1.314571607254534,3.5972222222222223,255.75,10.85006346327985,11591.041005855735,1186.7284895258254,55.8025125
dos,0.0786026200873362,0.0838650865998176,0.108535895986433,0.1098901098901098,0.040621266427718,0.1277258566978193,0.1329243353783231,0.2964352720450281,0.1111111111111111,277.25,8.653638829650351,3986.522256721853,509.3392498729413,38.2490575
CPT2,0.0587093643862202,0.0268915223336371,0.081967213114754,0.0732600732600732,0.043010752688172,0.0591900311526479,0.0797546012269938,0.0906816760475297,0.0138888888888888,398.75,10.74002857794935,3527.1349417132333,605.4065147974093,51.185567000000006
CG16753,0.054342552159146,0.0391978122151321,0.0610514414923685,0.1062271062271062,0.044205495818399,0.0155763239875389,0.1226993865030674,0.0587867417135709,0.0138888888888888,289.0,12.1476650059104,1460.3961531056568,472.2154272576556,80.502641
