"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff.pct","gene"
"chif",3.32774439926783e-14,1.16320245665866,0.27,0.118,3.71609217066238e-10,0.152,"chif"
"Hil",3.40557449615229e-14,1.13344274574837,0.294,0.138,3.80300503985326e-10,0.156,"Hil"
"Nop60B",3.88392750253516e-14,0.867617013078728,0.404,0.218,4.33718184208101e-10,0.186,"Nop60B"
"CG14441",3.88888176090633e-14,1.71035184627805,0.14,0.039,4.3427142624041e-10,0.101,"CG14441"
"Frl",4.01656558541761e-14,0.567589951581917,0.706,0.525,4.48529878923584e-10,0.181,"Frl"
"Tgi",4.05920854177231e-14,1.38828488995096,0.199,0.073,4.53291817859714e-10,0.126,"Tgi"
"su(sable)",4.06233218771449e-14,1.50751794085629,0.179,0.061,4.53640635402077e-10,0.118,"su(sable)"
"Catsup",4.12896077987274e-14,-0.677195852613555,0.444,0.595,4.61081050288389e-10,-0.151,"Catsup"
"BRWD3",4.39757032693977e-14,1.40674421046279,0.199,0.073,4.91076678409364e-10,0.126,"BRWD3"
"ImpE2",4.42063446313056e-14,-2.00070480798196,0.088,0.255,4.93652250497789e-10,-0.167,"ImpE2"
"lncRNA:CR42549",5.0279979421931e-14,1.56879325553971,0.172,0.058,5.61476530204703e-10,0.114,"lncRNA:CR42549"
"CG1598",5.17552459032004e-14,-0.89978763292936,0.292,0.475,5.77950831001039e-10,-0.183,"CG1598"
"rictor",5.22319789148466e-14,1.60623869076318,0.154,0.048,5.83274508542093e-10,0.106,"rictor"
"Nak",5.6684643975202e-14,1.19072169748979,0.257,0.111,6.32997419271081e-10,0.146,"Nak"
"CG43867",6.1293921986709e-14,1.63597042092014,0.157,0.049,6.84469226825579e-10,0.108,"CG43867"
"Vinc",6.34856271970757e-14,1.17571474988983,0.257,0.111,7.08943998909744e-10,0.146,"Vinc"
"CG5903",6.44533355094142e-14,-0.633446532219411,0.466,0.612,7.19750397633628e-10,-0.146,"CG5903"
"Taf4",7.19345499556942e-14,1.06659345857038,0.309,0.149,8.03293119355237e-10,0.16,"Taf4"
"MTA1-like",7.30124788020707e-14,1.29762436726595,0.218,0.086,8.15330350782724e-10,0.132,"MTA1-like"
"EMC8-9",7.87534651130821e-14,-0.924072513601913,0.282,0.464,8.79439944917788e-10,-0.182,"EMC8-9"
"Max",8.0271292754167e-14,-1.30639245107455,0.15,0.331,8.96389526185783e-10,-0.181,"Max"
"Sur-8",8.60418857624317e-14,1.57092050363789,0.169,0.057,9.60829738309074e-10,0.112,"Sur-8"
"CG8273",9.1362425955001e-14,1.2210948966238,0.24,0.1,1.0202442106395e-09,0.14,"CG8273"
"Alas",9.21139236060546e-14,1.01075418505937,0.306,0.145,1.02863618490881e-09,0.161,"Alas"
"Abl",9.30159665889638e-14,0.710528068826324,0.527,0.327,1.03870929889896e-09,0.2,"Abl"
"mib2",9.37624017533691e-14,1.15813362109005,0.26,0.114,1.04704474037987e-09,0.146,"mib2"
"pds5",9.51087539302287e-14,1.3317874910483,0.211,0.082,1.06207945513886e-09,0.129,"pds5"
"CadN",9.81374099594657e-14,1.24018813853654,0.23,0.094,1.09590045701735e-09,0.136,"CadN"
"Tre1",1.02372729772242e-13,1.37535486198516,0.213,0.084,1.14319627336662e-09,0.129,"Tre1"
"CG5181",1.04726052935978e-13,-1.40464141458315,0.127,0.306,1.16947583313606e-09,-0.179,"CG5181"
"cg",1.05531486041009e-13,0.686203080288244,0.551,0.348,1.17847010461995e-09,0.203,"cg"
"CG11873",1.07075120564788e-13,1.12451811232776,0.265,0.116,1.19570787134699e-09,0.149,"CG11873"
"ND-B16.6",1.07837741756187e-13,-0.578369486212778,0.517,0.656,1.20422406219134e-09,-0.139,"ND-B16.6"
"CG8929",1.14143528017501e-13,0.907218565555432,0.385,0.207,1.27464077737143e-09,0.178,"CG8929"
"Nipped-B",1.20367331010656e-13,-0.578235178816701,0.493,0.659,1.344141985396e-09,-0.166,"Nipped-B"
"Dok",1.26501354358654e-13,1.39308395304045,0.196,0.073,1.41264062412309e-09,0.123,"Dok"
"CG42671",1.29117151892563e-13,1.22169931064282,0.225,0.09,1.44185123518425e-09,0.135,"CG42671"
"pr",1.34658235795295e-13,-0.853150350031586,0.321,0.493,1.50372851912606e-09,-0.172,"pr"
"Gyf",1.35725650502685e-13,0.808559090001237,0.451,0.268,1.51564833916349e-09,0.183,"Gyf"
"Rad23",1.40417312811056e-13,-0.683293022266452,0.419,0.58,1.56804013216107e-09,-0.161,"Rad23"
"Hipk",1.4233170176159e-13,0.535444376866984,0.725,0.55,1.58941811357168e-09,0.175,"Hipk"
"sktl",1.42750209983969e-13,1.11162117451008,0.289,0.136,1.59409159489098e-09,0.153,"sktl"
"Bub1",1.47656536856912e-13,1.50762085500858,0.172,0.059,1.64888054708114e-09,0.113,"Bub1"
"Cog3",1.4894712534419e-13,1.33283987111936,0.221,0.089,1.66329254871857e-09,0.132,"Cog3"
"Afti",1.52234072000267e-13,1.45710807805871,0.189,0.069,1.69999788202699e-09,0.12,"Afti"
"Dl",1.71220356425029e-13,1.00855103803221,0.304,0.143,1.9120177201983e-09,0.161,"Dl"
"Osi24",1.74622067203581e-13,1.58050685761063,0.169,0.058,1.95000462446239e-09,0.111,"Osi24"
"blow",1.83981479174834e-13,0.649574624349907,0.583,0.373,2.05452117794538e-09,0.21,"blow"
"Rpb11",1.89130672437292e-13,-0.909761026723979,0.279,0.46,2.11202221910724e-09,-0.181,"Rpb11"
"Cht2",1.91186678557661e-13,1.02078327936122,0.304,0.145,2.1349816394534e-09,0.159,"Cht2"
"Jafrac1",1.92377026692475e-13,-0.432922485514129,0.662,0.79,2.14827425707487e-09,-0.128,"Jafrac1"
"Rim2",1.93394392502922e-13,1.57524607741565,0.157,0.051,2.15963518108014e-09,0.106,"Rim2"
"brat",1.95038137544082e-13,0.722625025713011,0.525,0.334,2.17799088195477e-09,0.191,"brat"
"Akt1",2.21464037796798e-13,0.809775027417189,0.439,0.253,2.47308891007684e-09,0.186,"Akt1"
"CG15353",2.29789177332532e-13,-0.526509867835715,0.645,0.77,2.56605574327238e-09,-0.125,"CG15353"
"Mbs",2.39368633310336e-13,1.20854854785755,0.248,0.108,2.67302952817653e-09,0.14,"Mbs"
"Rala",2.59556535248129e-13,0.579191195662269,0.642,0.442,2.89846782911585e-09,0.2,"Rala"
"Baldspot",2.60062093814443e-13,0.985965090849193,0.316,0.154,2.90411340162588e-09,0.162,"Baldspot"
"CG9427",2.69146373995187e-13,-0.656107285490374,0.473,0.597,3.00555755840425e-09,-0.124,"CG9427"
"CG9471",2.70135913451607e-13,-2.27871501736248,0.037,0.184,3.0166077455141e-09,-0.147,"CG9471"
"Snap24",3.18902255488851e-13,0.946105649175212,0.333,0.168,3.561181487044e-09,0.165,"Snap24"
"CG12065",3.20238768252299e-13,1.22046571018595,0.228,0.094,3.57610632507343e-09,0.134,"CG12065"
"Fnta",3.22171619113094e-13,-1.03056045651277,0.213,0.399,3.59769047063592e-09,-0.186,"Fnta"
"CG12099",3.46559296304182e-13,1.13164222716795,0.255,0.113,3.8700276618288e-09,0.142,"CG12099"
"Tie",3.67738222797703e-13,0.981797710829414,0.316,0.156,4.10653273398195e-09,0.16,"Tie"
"Ten-a",3.76851394565659e-13,0.467351064117523,0.765,0.615,4.20829952311472e-09,0.15,"Ten-a"
"CG17816",4.14348035913179e-13,1.10919418121644,0.284,0.136,4.62702451704247e-09,0.148,"CG17816"
"CG8728",4.22670094975024e-13,0.967336287086116,0.333,0.171,4.7199569505861e-09,0.162,"CG8728"
"hppy",4.23567525642361e-13,1.03158985144676,0.306,0.151,4.72997855884824e-09,0.155,"hppy"
"Zn72D",4.46178571440389e-13,1.00582785687893,0.311,0.154,4.98247610727482e-09,0.157,"Zn72D"
"AsnRS",4.66360467374458e-13,0.64635610190566,0.559,0.364,5.20784733917057e-09,0.195,"AsnRS"
"msn",4.80995022524073e-13,0.546445376283673,0.684,0.498,5.37127141652633e-09,0.186,"msn"
"Dap160",5.38610296795645e-13,1.30141655824202,0.208,0.083,6.01466118431697e-09,0.125,"Dap160"
"FBXO11",5.43116984766216e-13,0.991817093552733,0.319,0.16,6.06498736888434e-09,0.159,"FBXO11"
"H",5.43710844053218e-13,0.847987155111375,0.387,0.212,6.07161899554229e-09,0.175,"H"
"CG10803",5.50762755399024e-13,0.957422364958724,0.341,0.178,6.1503676895409e-09,0.163,"CG10803"
"Usp1",6.07344205957479e-13,1.54439773112349,0.147,0.046,6.78221274792716e-09,0.101,"Usp1"
"dbr",6.27285205330992e-13,1.20188245681671,0.23,0.098,7.00489388793119e-09,0.132,"dbr"
"CG43736",6.5901616565078e-13,0.621025750509048,0.593,0.407,7.35923352182226e-09,0.186,"CG43736"
"CG5515",6.72442467716441e-13,-0.776599278660124,0.343,0.508,7.5091650369895e-09,-0.165,"CG5515"
"ASPP",6.75826588757965e-13,0.965274629669439,0.328,0.168,7.5469555166602e-09,0.16,"ASPP"
"eIF4EHP",6.86082004956539e-13,0.836968657266074,0.409,0.233,7.66147774934967e-09,0.176,"eIF4EHP"
"blot",7.75034467993165e-13,0.999096321487369,0.314,0.157,8.65480990407968e-09,0.157,"blot"
"HDAC6",7.81067106714807e-13,1.43174136509431,0.181,0.068,8.72217638068425e-09,0.113,"HDAC6"
"lama",8.23441009670004e-13,0.727426001144576,0.495,0.31,9.19536575498494e-09,0.185,"lama"
"CG7766",8.72364402789945e-13,1.48632822420868,0.159,0.054,9.74169328595532e-09,0.105,"CG7766"
"Edc3",8.96669278068168e-13,0.921483904879331,0.326,0.164,1.00131058281872e-08,0.162,"Edc3"
"Usp47",9.5863103100183e-13,0.900443122418859,0.341,0.174,1.07050327231974e-08,0.167,"Usp47"
"Dad",9.70930796413166e-13,1.12340234022112,0.23,0.096,1.08423842035458e-08,0.134,"Dad"
"Oscillin",9.78940460431069e-13,-1.62673384648799,0.086,0.246,1.09318281216337e-08,-0.16,"Oscillin"
"CG8184",9.95466220772557e-13,0.818832092341648,0.424,0.248,1.11163712873671e-08,0.176,"CG8184"
"Chi",1.08142359690985e-12,1.37324870273194,0.184,0.069,1.20762573066923e-08,0.115,"Chi"
"Eaf",1.13761083163746e-12,1.17456078552257,0.23,0.098,1.27037001568955e-08,0.132,"Eaf"
"Tollo",1.23505805999256e-12,0.894598806023609,0.316,0.155,1.37918933559369e-08,0.161,"Tollo"
"Klp10A",1.25043305053723e-12,0.81645287814762,0.419,0.243,1.39635858753492e-08,0.176,"Klp10A"
"Dhod",1.25139461686319e-12,-0.619535756007213,0.458,0.595,1.39743236865113e-08,-0.137,"Dhod"
"Socs16D",1.26047059511543e-12,1.58714404531012,0.152,0.051,1.40756751356541e-08,0.101,"Socs16D"
"CG34132",1.31883731875974e-12,-0.704883960070274,0.39,0.547,1.472745633859e-08,-0.157,"CG34132"
"alphaSnap",1.34112690216486e-12,-0.662898230660438,0.424,0.571,1.4976364116475e-08,-0.147,"alphaSnap"
"Hers",1.41872580109282e-12,0.589753742382288,0.613,0.435,1.58429110208035e-08,0.178,"Hers"
"cni",1.4233431285618e-12,-0.693049914953061,0.395,0.555,1.58944727166496e-08,-0.16,"cni"
"mdy",1.49366897474179e-12,1.36296622237024,0.172,0.061,1.66798014409416e-08,0.111,"mdy"
"hth",1.50352711462882e-12,-0.948059225449079,0.238,0.428,1.678988728906e-08,-0.19,"hth"
"CG8372",1.51666259265e-12,-1.09234736203534,0.191,0.366,1.69365711721226e-08,-0.175,"CG8372"
"CG5355",1.58564852748224e-12,0.616569428879258,0.574,0.376,1.77069371063941e-08,0.198,"CG5355"
"CG12948",1.64682039646134e-12,-1.05526424862842,0.201,0.376,1.83900433672838e-08,-0.175,"CG12948"
"pic",1.7108059863799e-12,1.16082745833818,0.228,0.097,1.91045704499043e-08,0.131,"pic"
"crok",1.7231933630609e-12,-0.709117284687039,0.407,0.545,1.92429002853011e-08,-0.138,"crok"
"CG3402",1.78692319714533e-12,-0.791561745628702,0.343,0.502,1.99545713425219e-08,-0.159,"CG3402"
"Rga",1.87283514134171e-12,0.800776380610295,0.409,0.233,2.09139500233629e-08,0.176,"Rga"
"CG43163",1.87469159921349e-12,1.46176086073186,0.174,0.064,2.09346810884171e-08,0.11,"CG43163"
"nop5",1.95428124537565e-12,0.981897203940557,0.311,0.157,2.18234586671098e-08,0.154,"nop5"
"l(1)G0007",1.96808571480043e-12,1.29177058919162,0.199,0.079,2.19776131771764e-08,0.12,"l(1)G0007"
"spt4",2.06327750992368e-12,-0.978482468444335,0.213,0.392,2.30406199533178e-08,-0.179,"spt4"
"CG34417",2.15949892196558e-12,1.03938997220346,0.289,0.141,2.41151244615896e-08,0.148,"CG34417"
"swm",2.20365978704701e-12,0.666955753385583,0.542,0.361,2.46082688419539e-08,0.181,"swm"
"Dhap-at",2.26492134838837e-12,1.5469754755695,0.152,0.051,2.52923766974529e-08,0.101,"Dhap-at"
"CG1965",2.3206360189583e-12,1.48498485309171,0.162,0.057,2.59145424237073e-08,0.105,"CG1965"
"hrg",2.87536692888092e-12,0.784220015939486,0.424,0.249,3.21092224948133e-08,0.175,"hrg"
"Myd88",3.1158777181286e-12,0.835957008767602,0.407,0.241,3.47950064783421e-08,0.166,"Myd88"
"Nca",3.26661976803184e-12,-1.22534747461916,0.145,0.314,3.64783429496115e-08,-0.169,"Nca"
"CG7492",3.53313384816806e-12,1.28984076133519,0.201,0.082,3.94545056824927e-08,0.119,"CG7492"
"Stip1",3.63019427112323e-12,0.532874780708369,0.667,0.458,4.05383794256331e-08,0.209,"Stip1"
"AdamTS-A",3.66790949974527e-12,0.722871763454765,0.468,0.283,4.09595453836555e-08,0.185,"AdamTS-A"
"larp",3.71156239833343e-12,1.07214263575011,0.257,0.119,4.14470173021894e-08,0.138,"larp"
"raptor",3.79905715657633e-12,1.23099908297966,0.206,0.084,4.24240712674879e-08,0.122,"raptor"
"mRpL22",3.84356867933634e-12,-0.707066653194328,0.39,0.535,4.29211314421489e-08,-0.145,"mRpL22"
"BicD",3.88732999932573e-12,0.457469177234509,0.762,0.58,4.34098141024704e-08,0.182,"BicD"
"SH3PX1",3.95099278772434e-12,0.789870293545092,0.407,0.232,4.41207364605177e-08,0.175,"SH3PX1"
"CG9691",3.96132936500415e-12,-1.87922796288117,0.076,0.224,4.42361650190014e-08,-0.148,"CG9691"
"CG15544",4.07573177657299e-12,1.20838013731322,0.221,0.095,4.55136967489906e-08,0.126,"CG15544"
"ND-B12",4.57404447554577e-12,0.483791074454267,0.701,0.556,5.10783546584197e-08,0.145,"ND-B12"
"Jafrac2",4.61453621314918e-12,-0.708331134292165,0.387,0.533,5.15305258922369e-08,-0.146,"Jafrac2"
"lncRNA:CR42491",4.7227006104442e-12,-1.16180716457008,0.172,0.338,5.27383977168304e-08,-0.166,"lncRNA:CR42491"
"Pgant2",4.732012917349e-12,0.76083554856481,0.441,0.265,5.28423882480363e-08,0.176,"Pgant2"
"CG9240",5.18005158759717e-12,-1.51889495317245,0.1,0.256,5.78456360786976e-08,-0.156,"CG9240"
"Ire1",5.81231358433555e-12,1.46891564533878,0.154,0.054,6.49061057962751e-08,0.1,"Ire1"
"Npc2a",5.87200541285367e-12,0.958636781391696,0.282,0.137,6.5572684445337e-08,0.145,"Npc2a"
"rno",5.91060611778418e-12,1.08351541405054,0.235,0.104,6.60037385172959e-08,0.131,"rno"
"CG14480",6.09227763978132e-12,-1.0875984416106,0.181,0.351,6.8032464403438e-08,-0.17,"CG14480"
"Sec16",6.16377296450674e-12,0.790435145569308,0.414,0.248,6.88308526946468e-08,0.166,"Sec16"
"EDTP",6.76609418962156e-12,1.28483071875649,0.191,0.076,7.5556973815504e-08,0.115,"EDTP"
"osa",7.01542909304852e-12,0.668171261435828,0.515,0.331,7.83412966820728e-08,0.184,"osa"
"CG12279",7.73021100024064e-12,-0.617293595116219,0.453,0.578,8.63232662396873e-08,-0.125,"CG12279"
"kdn",7.98866084195098e-12,0.556824800776128,0.635,0.442,8.92093756220666e-08,0.193,"kdn"
"mfas",7.99725350036693e-12,0.617985781891236,0.549,0.355,8.93053298385975e-08,0.194,"mfas"
"BuGZ",8.09287089713266e-12,0.757202245499583,0.431,0.26,9.03730893082804e-08,0.171,"BuGZ"
"CG8818",8.39897287977371e-12,-1.50093713909488,0.088,0.243,9.37913301484331e-08,-0.155,"CG8818"
"shi",1.08096271644577e-11,0.683723097027115,0.48,0.298,1.20711106545499e-07,0.182,"shi"
"CG10600",1.28702696200534e-11,1.05604612611508,0.26,0.124,1.43722300847136e-07,0.136,"CG10600"
"Csk",1.30386192968759e-11,0.828831367605003,0.377,0.213,1.45602261688214e-07,0.164,"Csk"
"car",1.31162013007116e-11,1.28734266131188,0.186,0.074,1.46468619925046e-07,0.112,"car"
"MED1",1.38416012645379e-11,1.4073351080545,0.157,0.056,1.54569161321095e-07,0.101,"MED1"
"Ero1L",1.43959438480506e-11,1.31277525052014,0.184,0.073,1.60759504951181e-07,0.111,"Ero1L"
"PNUTS",1.49020202704059e-11,0.601112067021565,0.581,0.416,1.66410860359623e-07,0.165,"PNUTS"
"tud",1.64082951979066e-11,0.541038993747783,0.645,0.472,1.83231432475023e-07,0.173,"tud"
"CG3678",1.72954467898811e-11,-1.05171635847752,0.181,0.348,1.93138254302602e-07,-0.167,"CG3678"
"CG31522",1.80179480502049e-11,0.802401877729374,0.395,0.23,2.01206425876639e-07,0.165,"CG31522"
"CG11781",1.86996952430804e-11,-0.714783782143957,0.37,0.517,2.08819496779479e-07,-0.147,"CG11781"
"corn",1.95218100962781e-11,1.22744532555194,0.196,0.081,2.18000053345138e-07,0.115,"corn"
"Ald",2.04316669506019e-11,0.840273695854926,0.336,0.179,2.28160424837372e-07,0.157,"Ald"
"Gapdh1",2.13008103022426e-11,-1.01030197056446,0.201,0.371,2.37866148645143e-07,-0.17,"Gapdh1"
"AspRS",2.2561135633331e-11,0.613025604089211,0.539,0.359,2.51940201617407e-07,0.18,"AspRS"
"lncRNA:roX1",2.30824312398477e-11,-0.634465502231091,0.208,0.45,2.57761509655379e-07,-0.242,"lncRNA:roX1"
"CG44774",2.36011771805227e-11,0.722998255313148,0.414,0.238,2.63554345574897e-07,0.176,"CG44774"
"UbcE2M",2.46623044242761e-11,-0.78510980278144,0.309,0.468,2.75403953505892e-07,-0.159,"UbcE2M"
"Rab18",2.47686904602869e-11,-1.03863076726288,0.189,0.351,2.76591966370023e-07,-0.162,"Rab18"
"Ubr3",2.54707988142454e-11,0.409561132086778,0.782,0.627,2.84432410358678e-07,0.155,"Ubr3"
"Crk",2.63385396666459e-11,-0.898527787335399,0.248,0.414,2.94122472457434e-07,-0.166,"Crk"
"Spn100A",2.66865423449483e-11,-1.44296644420045,0.132,0.281,2.98008618366038e-07,-0.149,"Spn100A"
"Med",2.83895229956024e-11,1.2503994901309,0.194,0.081,3.17025803291892e-07,0.113,"Med"
"Gapdh2",3.02713886403762e-11,-0.523871065910395,0.5,0.68,3.38040596947081e-07,-0.18,"Gapdh2"
"sdt",3.03359187403636e-11,0.729903736822956,0.446,0.28,3.3876120457364e-07,0.166,"sdt"
"Acon",3.13668419430382e-11,0.614296780268288,0.529,0.343,3.50273523977908e-07,0.186,"Acon"
"glo",3.39366721409996e-11,-0.870442181610229,0.257,0.423,3.78970817798542e-07,-0.166,"glo"
"CG31229",3.39935768965686e-11,1.06057497273685,0.23,0.104,3.79606273203982e-07,0.126,"CG31229"
"yata",3.50230283095268e-11,1.12551553400805,0.221,0.098,3.91102157132486e-07,0.123,"yata"
"kkv",3.51689309068174e-11,0.427156261363348,0.784,0.612,3.9273145143643e-07,0.172,"kkv"
"poly",3.56523760696617e-11,-0.89109793970475,0.25,0.412,3.98130083569913e-07,-0.162,"poly"
"snama",3.901473928641e-11,1.06852121297389,0.233,0.107,4.35677593611341e-07,0.126,"snama"
"Ctr9",3.96360699041597e-11,1.20233288605174,0.194,0.081,4.42615992619752e-07,0.113,"Ctr9"
"CG2811",4.00060365845151e-11,-1.17962529557856,0.14,0.298,4.4674741053928e-07,-0.158,"CG2811"
"Pli",4.00355794789590e-11,1.04249644445832,0.257,0.126,4.47077316041536e-07,0.131,"Pli"
"APC10",4.09203663944885e-11,-1.92988116427545,0.051,0.184,4.56957731527254e-07,-0.133,"APC10"
"KrT95D",4.12458273443702e-11,0.542226393707629,0.615,0.44,4.60592153954582e-07,0.175,"KrT95D"
"Pdk",4.16517035334318e-11,1.3279347919945,0.162,0.061,4.65124573357833e-07,0.101,"Pdk"
"Antp",4.28189155961563e-11,-2.15996921094817,0.049,0.178,4.78158830462277e-07,-0.129,"Antp"
"Nop17l",4.47265671519768e-11,0.799157462270951,0.35,0.191,4.99461575386125e-07,0.159,"Nop17l"
"CG6701",4.64402595036608e-11,0.829397602785606,0.341,0.186,5.1859837787738e-07,0.155,"CG6701"
"VhaPPA1-1",4.99057560723841e-11,-0.971046891665708,0.201,0.367,5.57297578060314e-07,-0.166,"VhaPPA1-1"
"dos",5.4264990902461e-11,0.923447305719786,0.309,0.166,6.05977153407782e-07,0.143,"dos"
"REG",5.42922911373458e-11,-0.920863309464299,0.245,0.403,6.06282015130741e-07,-0.158,"REG"
"CG3021",5.56152519380322e-11,-1.91117710166157,0.051,0.183,6.21055518392005e-07,-0.132,"CG3021"
"SdhC",5.73058913340561e-11,-0.602743064484486,0.466,0.578,6.39934888527405e-07,-0.112,"SdhC"
"Cwc25",5.75533175491584e-11,1.22257540166207,0.196,0.084,6.42697897071452e-07,0.112,"Cwc25"
"18w",6.67904176365972e-11,0.650136875513896,0.49,0.311,7.45848593747881e-07,0.179,"18w"
"gukh",7.3641170787727e-11,1.16279587233433,0.201,0.087,8.22350954186547e-07,0.114,"gukh"
"CG14894",7.57791288038508e-11,-0.734554915020899,0.338,0.485,8.46225531352602e-07,-0.147,"CG14894"
"CG14715",7.95343741130393e-11,0.604180104611883,0.507,0.318,8.8816035572031e-07,0.189,"CG14715"
"Duba",8.1312795832068e-11,1.16483549875814,0.208,0.093,9.08019991056703e-07,0.115,"Duba"
"CG14985",8.60356709234293e-11,-1.5771875167614,0.071,0.21,9.60760337201936e-07,-0.139,"CG14985"
"pcs",8.66025577724888e-11,0.77867731352316,0.328,0.172,9.67090762645382e-07,0.156,"pcs"
"pcx",8.73308007393722e-11,1.0863076357686,0.228,0.106,9.75223051856569e-07,0.122,"pcx"
"CG3689",9.13867283125225e-11,-1.0636900906929,0.176,0.333,1.02051559506594e-06,-0.157,"CG3689"
"Jheh2",9.32942413061479e-11,0.994435040934833,0.25,0.121,1.04181679266575e-06,0.129,"Jheh2"
"Slh",1.00051605830616e-10,0.791776215211258,0.38,0.225,1.11727628231049e-06,0.155,"Slh"
"Taldo",1.02716321589342e-10,-0.503440048928293,0.512,0.649,1.14703316318818e-06,-0.137,"Taldo"
"CG9588",1.08135525984038e-10,-1.53285236833775,0.086,0.226,1.20754941866375e-06,-0.14,"CG9588"
"CG10638",1.10682275470457e-10,-0.87032193667724,0.245,0.405,1.2359889701786e-06,-0.16,"CG10638"
"Myo31DF",1.11114297939501e-10,1.30689339502871,0.179,0.074,1.24081336509041e-06,0.105,"Myo31DF"
"Map205",1.11433342958675e-10,0.42448489317574,0.728,0.605,1.24437614081952e-06,0.123,"Map205"
"COQ7",1.16745409802965e-10,-1.32497138301651,0.118,0.264,1.30369599126971e-06,-0.146,"COQ7"
"CG12004",1.2030083856363e-10,0.518016739991437,0.623,0.443,1.34339946424005e-06,0.18,"CG12004"
"Hmt4-20",1.27395403242681e-10,1.03753590000079,0.225,0.104,1.42262446801102e-06,0.121,"Hmt4-20"
"Zip89B",1.27938379827994e-10,1.14011312780964,0.203,0.089,1.42868788753921e-06,0.114,"Zip89B"
"uex",1.32270401328597e-10,-0.785710881940871,0.301,0.455,1.47706357163644e-06,-0.154,"uex"
"Mhcl",1.38875286759987e-10,0.689866712472631,0.446,0.281,1.55082032724877e-06,0.165,"Mhcl"
"sip3",1.41044696168288e-10,0.835390854026034,0.336,0.187,1.57504612211127e-06,0.149,"sip3"
"Sf3b2",1.42488536448405e-10,0.750567726965358,0.382,0.223,1.59116948651933e-06,0.159,"Sf3b2"
"trsn",1.45710127335554e-10,-0.761980568022775,0.299,0.457,1.62714499195613e-06,-0.158,"trsn"
"bbg",1.51158084509034e-10,0.640303991662422,0.284,0.139,1.68798232971239e-06,0.145,"bbg"
"Pp2B-14D",1.52068009208028e-10,0.6289963303113,0.488,0.311,1.69814345882605e-06,0.177,"Pp2B-14D"
"Dys",1.52770504908483e-10,0.63930416519481,0.471,0.299,1.70598822831303e-06,0.172,"Dys"
"ND-20",1.5672713602202e-10,-0.905440269306109,0.238,0.392,1.7501719279579e-06,-0.154,"ND-20"
"lncRNA:CR42862",1.60351055940483e-10,0.474818258852242,0.674,0.561,1.79064024168737e-06,0.113,"lncRNA:CR42862"
"Cul1",1.62918795445808e-10,0.749663180976963,0.382,0.225,1.81931418874334e-06,0.157,"Cul1"
"CG5044",1.68363675279018e-10,-1.83599036849366,0.056,0.184,1.88011716184079e-06,-0.128,"CG5044"
"STUB1",1.72460221293567e-10,-1.28110356139053,0.115,0.262,1.92586329118526e-06,-0.147,"STUB1"
"Ptp61F",1.76280620490894e-10,0.879909036659453,0.306,0.165,1.96852568902181e-06,0.141,"Ptp61F"
"Rbcn-3B",1.76393071998872e-10,1.07741723827813,0.216,0.098,1.96978143501141e-06,0.118,"Rbcn-3B"
"brk",1.85251683206997e-10,1.18743333694927,0.196,0.086,2.06870554637254e-06,0.11,"brk"
"ThrRS",1.87091017681228e-10,0.49987602787816,0.642,0.453,2.08924539444627e-06,0.189,"ThrRS"
"S",1.91849669008846e-10,0.597698166388241,0.529,0.35,2.14238525382179e-06,0.179,"S"
"Cf2",1.91851347784524e-10,1.22341416375201,0.176,0.073,2.14240400070978e-06,0.103,"Cf2"
"CG32069",2.1544140158154e-10,0.532355577407789,0.598,0.423,2.40583413146106e-06,0.175,"CG32069"
"HBS1",2.15823461736929e-10,1.26197066070514,0.172,0.07,2.41010059721629e-06,0.102,"HBS1"
"Ect4",2.16481277043627e-10,0.89867067906048,0.287,0.149,2.41744642074619e-06,0.138,"Ect4"
"ND-B22",2.29596309856937e-10,-0.482868212725055,0.551,0.665,2.56390199217242e-06,-0.114,"ND-B22"
"Sb",2.35878408897281e-10,1.03031822839464,0.206,0.091,2.63405419215594e-06,0.115,"Sb"
"cpb",2.38381077733361e-10,-0.50523366191906,0.51,0.62,2.66200149504844e-06,-0.11,"cpb"
"Np",2.65226826483006e-10,0.849509066379767,0.331,0.188,2.96178797133572e-06,0.143,"Np"
"RanBPM",2.76649419666268e-10,0.861575623225536,0.311,0.17,3.08934406941321e-06,0.141,"RanBPM"
"asf1",2.77432020413994e-10,-1.48502648039126,0.088,0.225,3.09808337196307e-06,-0.137,"asf1"
"CG4022",2.80389418973912e-10,1.18916617077102,0.184,0.078,3.13110864168168e-06,0.106,"CG4022"
"Stlk",2.90088379225772e-10,-1.10685736422932,0.157,0.306,3.2394169308142e-06,-0.149,"Stlk"
"Hel89B",2.92130263872796e-10,1.0578181491347,0.213,0.098,3.26221865666751e-06,0.115,"Hel89B"
"ago",3.00438107984797e-10,1.2116619426035,0.179,0.075,3.35499235186623e-06,0.104,"ago"
"trh",3.04146396805071e-10,0.432060689001078,0.738,0.579,3.39640281312223e-06,0.159,"trh"
"CG6695",3.06009846341844e-10,1.26513306821689,0.172,0.071,3.41721195409937e-06,0.101,"CG6695"
"LRR",3.09319140322997e-10,1.03375167724412,0.245,0.122,3.45416683998691e-06,0.123,"LRR"
"CG5773",3.139250528023e-10,0.749294171186029,0.338,0.186,3.50560106464328e-06,0.152,"CG5773"
