"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff.pct","gene"
"wts",3.22926567761886e-31,1.48051049492052,0.407,0.148,3.60612098219698e-27,0.259,"wts"
"Spn",3.66542116921052e-31,0.884472600809085,0.73,0.455,4.09317581965739e-27,0.275,"Spn"
"sprt",4.7585785487754e-31,2.11955227486183,0.243,0.055,5.31390466541749e-27,0.188,"sprt"
"boca",6.94799727269622e-31,-0.837247101056297,0.522,0.737,7.75882855441987e-27,-0.215,"boca"
"CG30377",8.04643673899358e-31,1.53617671734274,0.422,0.173,8.98545590643413e-27,0.249,"CG30377"
"stau",8.76926808974993e-31,1.49511712065101,0.392,0.14,9.79264167582374e-27,0.252,"stau"
"Nph",1.28462397206925e-30,-0.545638233992721,0.76,0.909,1.43453958960974e-26,-0.149,"Nph"
"Mgstl",1.29885074590262e-30,1.98685996175315,0.279,0.076,1.45042662794945e-26,0.203,"Mgstl"
"CG12947",1.40442555787902e-30,4.3164578341652,0.108,0.006,1.5683220204835e-26,0.102,"CG12947"
"Adk2",1.52858822009862e-30,-1.01970568986677,0.402,0.659,1.70697446538413e-26,-0.257,"Adk2"
"Snx3",1.55601558800752e-30,-1.04192900278563,0.404,0.65,1.737602607128e-26,-0.246,"Snx3"
"CG34449",1.76572310927218e-30,1.46847355348302,0.412,0.156,1.97178299612425e-26,0.256,"CG34449"
"CycT",1.8412690491505e-30,1.28638189251686,0.468,0.188,2.05614514718636e-26,0.28,"CycT"
"CG6966",1.91792510426903e-30,1.60837910305814,0.355,0.118,2.14174696393722e-26,0.237,"CG6966"
"Ac78C",2.10746819794329e-30,2.48050011982047,0.201,0.038,2.35340973664328e-26,0.163,"Ac78C"
"Myo10A",2.8446731117363e-30,0.571144580945687,0.873,0.694,3.17664646387593e-26,0.179,"Myo10A"
"Sf3b6",3.91320320801987e-30,-1.08114704777187,0.377,0.634,4.36987402239578e-26,-0.257,"Sf3b6"
"CG5639",4.08081270141306e-30,1.81809787871192,0.299,0.087,4.55704354366796e-26,0.212,"CG5639"
"Crag",4.92997648854555e-30,1.34887405350556,0.458,0.191,5.50530474475882e-26,0.267,"Crag"
"vri",6.40343784819565e-30,1.53227996326036,0.397,0.153,7.15071904508008e-26,0.244,"vri"
"CG9662",8.66011658958149e-30,-1.44193418948334,0.233,0.525,9.67075219558564e-26,-0.292,"CG9662"
"eIF3k",9.38855606769773e-30,0.511308720557824,0.907,0.75,1.04842005607981e-25,0.157,"eIF3k"
"hang",9.67537757105483e-30,1.67613283509215,0.326,0.103,1.08044941335969e-25,0.223,"hang"
"PRL-1",1.15127671203962e-29,-1.58585162810087,0.189,0.488,1.28563070433464e-25,-0.299,"PRL-1"
"lncRNA:CR44811",1.22659006539463e-29,-0.933952159432003,0.512,0.676,1.36973312602619e-25,-0.164,"lncRNA:CR44811"
"Rox8",1.25856745389499e-29,0.98731508829921,0.64,0.351,1.40544227576453e-25,0.289,"Rox8"
"unk",1.52866923866496e-29,2.06966533527338,0.238,0.056,1.70706493881716e-25,0.182,"unk"
"pasi1",1.57432648408963e-29,-1.84589391269457,0.159,0.444,1.75805038478289e-25,-0.285,"pasi1"
"lwr",2.43097999712795e-29,-1.18053091663822,0.311,0.598,2.71467536279279e-25,-0.287,"lwr"
"plum",3.2286988002701e-29,0.954919465284811,0.667,0.367,3.60548795026162e-25,0.3,"plum"
"Zip102B",4.16060965472688e-29,-1.0881539866903,0.363,0.617,4.64615280143351e-25,-0.254,"Zip102B"
"CG17672",4.65184871692663e-29,1.39296526721914,0.439,0.182,5.19471946219197e-25,0.257,"CG17672"
"CG1307",5.27124742455254e-29,-1.37057114829923,0.245,0.534,5.88640199899782e-25,-0.289,"CG1307"
"CG18659",6.73757704348245e-29,2.00877642338719,0.245,0.061,7.52385228445685e-25,0.184,"CG18659"
"l(2)37Cc",1.04633439582726e-28,1.18484251439904,0.52,0.255,1.1684416198203e-24,0.265,"l(2)37Cc"
"lbk",1.15283293541755e-28,1.46964461240505,0.348,0.114,1.28736853898078e-24,0.234,"lbk"
"bif",1.21478226421703e-28,1.58997664638039,0.343,0.116,1.35654735445116e-24,0.227,"bif"
"AnxB10",1.28054740627766e-28,1.17062478029009,0.522,0.251,1.42998728859026e-24,0.271,"AnxB10"
"CG42268",1.3813763139815e-28,1.35662940648018,0.449,0.197,1.54258292982315e-24,0.252,"CG42268"
"E2f1",1.50101071711618e-28,0.739072176141269,0.767,0.549,1.67617866780364e-24,0.218,"E2f1"
"Best2",1.80717578615652e-28,2.31622650075974,0.186,0.034,2.01807320040098e-24,0.152,"Best2"
"Eno",2.11071149392506e-28,-0.567905322698131,0.725,0.879,2.35703152526611e-24,-0.154,"Eno"
"Psc",2.18799301952399e-28,1.07154127469389,0.588,0.321,2.44333180490244e-24,0.267,"Psc"
"Idh",2.33991871928007e-28,-0.578262006650331,0.716,0.866,2.61298723382006e-24,-0.15,"Idh"
"CG6910",2.66626412597842e-28,3.74086249961293,0.115,0.009,2.9774171494801e-24,0.106,"CG6910"
"CG5522",3.12242380688368e-28,2.56856666514388,0.172,0.029,3.48681066514701e-24,0.143,"CG5522"
"Arl1",3.16025986093423e-28,-1.01292390295128,0.4,0.632,3.52906218670526e-24,-0.232,"Arl1"
"mol",3.591776889462e-28,3.69417988228033,0.113,0.009,4.01093725246221e-24,0.104,"mol"
"CG13784",3.76615630823933e-28,1.22643206787786,0.493,0.23,4.20566674941086e-24,0.263,"CG13784"
"mgr",4.28312350737217e-28,-0.800287833812853,0.529,0.702,4.7829640206825e-24,-0.173,"mgr"
"CG33169",4.55521909087463e-28,0.660273589102669,0.809,0.614,5.0868131587797e-24,0.195,"CG33169"
"CG6523",4.66621781737952e-28,-1.28223112904259,0.272,0.548,5.21076543666771e-24,-0.276,"CG6523"
"CG13887",4.85340523999316e-28,-0.495348287740841,0.784,0.902,5.41979763150037e-24,-0.118,"CG13887"
"CG18815",5.08868086631883e-28,-1.287300812299,0.27,0.545,5.68252992341823e-24,-0.275,"CG18815"
"Rpt4",5.82141088433754e-28,-0.874755161772249,0.48,0.682,6.50076953453973e-24,-0.202,"Rpt4"
"CG6191",8.26397034502886e-28,2.34377446104541,0.194,0.039,9.22837568429373e-24,0.155,"CG6191"
"CG2926",1.17497333710676e-27,1.27504737719473,0.451,0.194,1.31209272554711e-23,0.257,"CG2926"
"Svil",1.23894161912746e-27,1.49658169680557,0.358,0.129,1.38352610607963e-23,0.229,"Svil"
"Set",1.38551102620538e-27,-1.17668778865223,0.304,0.578,1.54720016296354e-23,-0.274,"Set"
"Pect",1.44193628653468e-27,1.2690880290216,0.468,0.209,1.61021025117327e-23,0.259,"Pect"
"fs(1)h",1.59596712238541e-27,0.517851428024895,0.873,0.737,1.78221648556779e-23,0.136,"fs(1)h"
"unc-45",2.327170507968e-27,1.49178316044054,0.375,0.144,2.59875130624786e-23,0.231,"unc-45"
"yellow-c",2.36460394134564e-27,1.457293802225,0.382,0.147,2.64055322130068e-23,0.235,"yellow-c"
"Tsp74F",3.57855130395234e-27,2.62527545042643,0.157,0.024,3.99616824112358e-23,0.133,"Tsp74F"
"Non1",3.71894553439079e-27,1.4212132556851,0.373,0.138,4.1529464782542e-23,0.235,"Non1"
"Hel25E",5.57078596220055e-27,-0.741493494580488,0.551,0.75,6.22089668398935e-23,-0.199,"Hel25E"
"Corp",6.54766874067184e-27,2.45144255089709,0.172,0.031,7.31178168270825e-23,0.141,"Corp"
"CG13024",6.7087690510609e-27,2.55210649159807,0.167,0.029,7.49168239931971e-23,0.138,"CG13024"
"CG3558",7.08809935741085e-27,1.44709883652452,0.38,0.149,7.9152805524207e-23,0.231,"CG3558"
"Vrp1",7.65804870865552e-27,1.87157659040237,0.257,0.072,8.55174299295562e-23,0.185,"Vrp1"
"Nf-YC",8.60283239680417e-27,2.12780915995196,0.208,0.047,9.60678293751121e-23,0.161,"Nf-YC"
"Vha100-1",9.29902957406048e-27,1.62967538387803,0.304,0.098,1.03842263253533e-22,0.206,"Vha100-1"
"CG1632",9.57754665125788e-27,1.79987468121699,0.257,0.071,1.06952463454597e-22,0.186,"CG1632"
"mask",9.84447632872408e-27,0.933074671211965,0.642,0.395,1.09933267162862e-22,0.247,"mask"
"inaE",1.32516413346653e-26,1.52249601363997,0.35,0.129,1.47981078784208e-22,0.221,"inaE"
"Sep2",1.34843750986241e-26,-0.701929164154103,0.598,0.746,1.50580016726336e-22,-0.148,"Sep2"
"asRNA:CR43465",1.39248205227291e-26,2.7261209282754,0.15,0.023,1.55498470777315e-22,0.127,"asRNA:CR43465"
"CG34159",1.50828382304894e-26,-1.09906666011528,0.336,0.593,1.68430054519875e-22,-0.257,"CG34159"
"Scsalpha1",1.53365594467858e-26,-0.541492201464096,0.716,0.839,1.71263359342257e-22,-0.123,"Scsalpha1"
"lncRNA:CR32218",1.56863271872607e-26,1.69045946988724,0.301,0.098,1.7516921570014e-22,0.203,"lncRNA:CR32218"
"mwh",1.67529009009527e-26,0.963105681878214,0.623,0.364,1.87079644360939e-22,0.259,"mwh"
"Hsc70-5",1.75623441167126e-26,1.45755613565925,0.363,0.135,1.9611869675133e-22,0.228,"Hsc70-5"
"Pitslre",2.19587831876143e-26,1.45220722837862,0.348,0.124,2.45213731856089e-22,0.224,"Pitslre"
"ens",2.23286356140312e-26,0.99779418772386,0.591,0.328,2.49343873901887e-22,0.263,"ens"
"Tao",2.88802977738902e-26,1.21450707392999,0.444,0.19,3.22506285241032e-22,0.254,"Tao"
"Rgl",2.91032599880595e-26,1.4308540093136,0.358,0.132,3.2499610428666e-22,0.226,"Rgl"
"Syx1A",3.26976891863743e-26,0.604873036915865,0.836,0.651,3.65135095144242e-22,0.185,"Syx1A"
"Lrch",3.62997551715217e-26,1.27353117590352,0.439,0.193,4.05359366000383e-22,0.246,"Lrch"
"stx",4.01886055407696e-26,1.31254274693363,0.395,0.154,4.48786158073774e-22,0.241,"stx"
"tyf",4.056395191024e-26,1.13841685916331,0.537,0.281,4.5297765098165e-22,0.256,"tyf"
"Arpc5",4.064390134706e-26,-0.555431575570355,0.694,0.853,4.53870446342619e-22,-0.159,"Arpc5"
"Pisd",4.07156350415068e-26,3.07802925636627,0.125,0.014,4.54671496508506e-22,0.111,"Pisd"
"trx",4.17544285053495e-26,1.2909387483302,0.417,0.172,4.66271703119237e-22,0.245,"trx"
"Arf51F",4.44643056356992e-26,-0.934286966634196,0.422,0.642,4.96532901033853e-22,-0.22,"Arf51F"
"Tim23",4.59278858560273e-26,-1.04656886117935,0.363,0.607,5.12876701354257e-22,-0.244,"Tim23"
"CG12316",5.11489665481519e-26,2.2330385979481,0.191,0.041,5.71180509443212e-22,0.15,"CG12316"
"vig2",5.36105029855646e-26,-0.526976557867557,0.738,0.892,5.986684868398e-22,-0.154,"vig2"
"Spn88Ea",6.06897783829361e-26,0.721870416192312,0.765,0.525,6.77722755202248e-22,0.24,"Spn88Ea"
"GLaz",6.20280142916547e-26,-0.9041195861514,0.466,0.648,6.92666835594908e-22,-0.182,"GLaz"
"Tnpo",9.42466223958842e-26,0.998651371248735,0.578,0.313,1.05245203229484e-21,0.265,"Tnpo"
"CG11699",1.01090940174837e-25,-1.21210918877587,0.279,0.545,1.1288825289324e-21,-0.266,"CG11699"
"CG11141",1.02931202867644e-25,3.28536713236709,0.118,0.013,1.14943274242298e-21,0.105,"CG11141"
"l(1)G0289",1.08550759402831e-25,0.696665054333271,0.787,0.548,1.21218633025142e-21,0.239,"l(1)G0289"
"eIF3a",1.42596299930502e-25,0.818379627358795,0.703,0.437,1.59237288132392e-21,0.266,"eIF3a"
"Ldh",1.49287600095029e-25,0.880054862019017,0.669,0.423,1.66709463026119e-21,0.246,"Ldh"
"AP-1sigma",2.10151830950802e-25,-0.876973900426308,0.449,0.661,2.3467654962276e-21,-0.212,"AP-1sigma"
"ex",2.4038041717757e-25,1.82788025803574,0.245,0.068,2.68432811862192e-21,0.177,"ex"
"CG3198",2.47330888722739e-25,1.33411176347836,0.39,0.158,2.76194403436682e-21,0.232,"CG3198"
"zld",2.54283691992223e-25,1.8133339410612,0.255,0.074,2.83958598847716e-21,0.181,"zld"
"Atg8a",2.60939287985728e-25,-0.628263358061693,0.642,0.818,2.91390902893662e-21,-0.176,"Atg8a"
"E(spl)m3-HLH",3.37054580638255e-25,2.73892414960836,0.157,0.028,3.76388850198739e-21,0.129,"E(spl)m3-HLH"
"CG8468",3.41324608435716e-25,2.24750292856369,0.181,0.038,3.81157190240164e-21,0.143,"CG8468"
"lncRNA:CR45102",3.62986653885491e-25,1.52113740544459,0.336,0.125,4.05347196393927e-21,0.211,"lncRNA:CR45102"
"ash1",5.06455632470996e-25,1.6737482323364,0.275,0.085,5.65559004780361e-21,0.19,"ash1"
"Rpt3",5.19531708101672e-25,-0.555487075330791,0.703,0.846,5.80161058437137e-21,-0.143,"Rpt3"
"CG5973",5.21428416573968e-25,1.11075802585242,0.495,0.242,5.8227911278815e-21,0.253,"CG5973"
"Prosbeta2",5.35566004640061e-25,-0.454731345794671,0.801,0.921,5.98066557381556e-21,-0.12,"Prosbeta2"
"chb",5.55419903871417e-25,1.13118585402318,0.466,0.207,6.20237406653212e-21,0.259,"chb"
"CG18641",7.80462649270169e-25,2.23252873301947,0.189,0.042,8.71542640439997e-21,0.147,"CG18641"
"CG33144",1.04102841425374e-24,1.8092973654721,0.245,0.07,1.16251643019715e-20,0.175,"CG33144"
"CG12054",1.07926043728916e-24,1.20279523226936,0.446,0.203,1.2052101303208e-20,0.243,"CG12054"
"sky",1.09558441122461e-24,1.49377569196,0.316,0.111,1.22343911201452e-20,0.205,"sky"
"skd",1.09564864538279e-24,0.864337138199803,0.65,0.378,1.22351084229896e-20,0.272,"skd"
"Prp8",1.18022432962998e-24,1.45105759731434,0.348,0.133,1.3179565088978e-20,0.215,"Prp8"
"Rel",1.33428651300951e-24,1.84880109405874,0.221,0.056,1.48999774907772e-20,0.165,"Rel"
"TSG101",1.33629757205742e-24,1.26347487936868,0.395,0.161,1.49224349871652e-20,0.234,"TSG101"
"Herc4",1.48943398283151e-24,1.49168696009023,0.321,0.115,1.66325092862794e-20,0.206,"Herc4"
"ph-d",1.52854143340322e-24,2.82452992057823,0.132,0.019,1.70692221868137e-20,0.113,"ph-d"
"CG11284",1.78946480388321e-24,1.74772791772406,0.257,0.078,1.99829534649638e-20,0.179,"CG11284"
"Klp98A",1.86361251679398e-24,1.10278375727273,0.502,0.251,2.08109609750384e-20,0.251,"Klp98A"
"Chd1",2.11420715430513e-24,1.59860661123739,0.292,0.098,2.36093512921254e-20,0.194,"Chd1"
"Prosalpha7",2.16153459257905e-24,-0.451799124089508,0.779,0.897,2.41378567953302e-20,-0.118,"Prosalpha7"
"CG45071",2.19089816413446e-24,1.85425819544819,0.24,0.069,2.44657597988895e-20,0.171,"CG45071"
"Dark",2.65460033856105e-24,1.82506889326238,0.243,0.07,2.96439219807113e-20,0.173,"Dark"
"CG12769",2.77122877226698e-24,2.85014593207512,0.13,0.018,3.09463116999054e-20,0.112,"CG12769"
"lncRNA:CR43857",3.94349150908058e-24,1.657688849299,0.314,0.117,4.40369696819029e-20,0.197,"lncRNA:CR43857"
"Prosbeta7",4.00396510960423e-24,0.779936888512975,0.679,0.445,4.47122783789504e-20,0.234,"Prosbeta7"
"kibra",4.16974531281986e-24,1.01464736982713,0.549,0.293,4.65635459082594e-20,0.256,"kibra"
"Alh",4.41260377478926e-24,1.42677517542047,0.333,0.123,4.92755463530717e-20,0.21,"Alh"
"CG9231",4.5728833624345e-24,-1.39772519313227,0.206,0.467,5.10653885083061e-20,-0.261,"CG9231"
"yrt",4.66052194533317e-24,0.874709414730918,0.63,0.376,5.20440485635355e-20,0.254,"yrt"
"CG10011",5.35975014099982e-24,1.5835925734786,0.279,0.09,5.9852329824545e-20,0.189,"CG10011"
"Alg-2",5.84267966448328e-24,-0.856516333325806,0.434,0.66,6.52452038132848e-20,-0.226,"Alg-2"
"Egfr",6.17615109114429e-24,1.33087916347747,0.368,0.145,6.89690792348083e-20,0.223,"Egfr"
"Srp54k",7.10740906437313e-24,-1.00904456844002,0.348,0.59,7.93684370218547e-20,-0.242,"Srp54k"
"Cp1",7.17776092026493e-24,0.801204403973344,0.679,0.42,8.01540561965985e-20,0.259,"Cp1"
"jbug",7.68885454445081e-24,0.914424437473865,0.603,0.338,8.58614386978821e-20,0.265,"jbug"
"Rheb",1.01702651295898e-23,-1.4314945350694,0.189,0.453,1.13571350702129e-19,-0.264,"Rheb"
"CG3638",1.03501331454272e-23,1.07336363083211,0.51,0.265,1.15579936834986e-19,0.245,"CG3638"
"CG2765",1.04304258416141e-23,1.84927374789226,0.228,0.063,1.16476565373304e-19,0.165,"CG2765"
"Tpi",1.14321699851183e-23,-0.966827419082909,0.368,0.631,1.27663042223816e-19,-0.263,"Tpi"
"Hsp23",1.26067699258471e-23,0.578311894050508,0.868,0.67,1.40779799761934e-19,0.198,"Hsp23"
"mirr",1.45180103753328e-23,0.436268197572055,0.912,0.775,1.62122621861342e-19,0.137,"mirr"
"CG8878",1.48445625713279e-23,2.00540555135694,0.206,0.053,1.65769230234019e-19,0.153,"CG8878"
"mrt",1.74582877923881e-23,1.90009629977824,0.218,0.059,1.94956699777597e-19,0.159,"mrt"
"Thiolase",1.92256184208886e-23,0.783195364666034,0.681,0.429,2.14692480906063e-19,0.252,"Thiolase"
"hep",1.96359343821623e-23,0.981312458228053,0.544,0.293,2.19274479245607e-19,0.251,"hep"
"rdog",1.99054657487184e-23,1.46480030782702,0.321,0.119,2.22284336015939e-19,0.202,"rdog"
"Non2",2.15118061744116e-23,-0.571288618658683,0.662,0.832,2.40222339549655e-19,-0.17,"Non2"
"lid",2.57184092015301e-23,1.26243876087901,0.397,0.172,2.87197475553487e-19,0.225,"lid"
"LysRS",2.86240614355464e-23,1.0222849867528,0.505,0.251,3.19644894050747e-19,0.254,"LysRS"
"CCT7",2.97585080803546e-23,0.680720556576772,0.762,0.512,3.32313259733319e-19,0.25,"CCT7"
"Rpn5",3.04228795402608e-23,-0.496940529566885,0.721,0.838,3.39732295826093e-19,-0.117,"Rpn5"
"ACC",3.21944996259098e-23,1.36963092081543,0.373,0.159,3.59515977322535e-19,0.214,"ACC"
"Tsp66E",3.30364800580677e-23,2.4199462393208,0.152,0.028,3.68918372808442e-19,0.124,"Tsp66E"
"Gprk1",3.37547048267139e-23,-1.13376372901556,0.294,0.544,3.76938788799915e-19,-0.25,"Gprk1"
"crb",3.6389047263442e-23,0.691212982809604,0.755,0.532,4.06356490790857e-19,0.223,"crb"
"Ppa",3.94652412202497e-23,1.7588981571342,0.243,0.073,4.40708348706529e-19,0.17,"Ppa"
"Rpn8",4.06388927593212e-23,-0.756669078233465,0.5,0.689,4.5381451544334e-19,-0.189,"Rpn8"
"CG32267",4.10208113909892e-23,-0.956710705665895,0.373,0.605,4.58079400803176e-19,-0.232,"CG32267"
"oaf",4.43095513437671e-23,2.0139047621626,0.186,0.043,4.94804759855847e-19,0.143,"oaf"
"CBP",4.47001323038471e-23,0.838776080630674,0.642,0.391,4.99166377437061e-19,0.251,"CBP"
"kis",5.20439670509882e-23,0.696308939743798,0.743,0.533,5.81174980058385e-19,0.21,"kis"
"kuz",5.26309102166117e-23,0.474979044474614,0.892,0.749,5.87729374388903e-19,0.143,"kuz"
"Aac11",5.35488611309601e-23,0.940230333472187,0.566,0.311,5.97980132249432e-19,0.255,"Aac11"
"l(1)G0156",5.49606664635325e-23,0.928822885417066,0.566,0.307,6.13745762398268e-19,0.259,"l(1)G0156"
"cact",6.19601656079887e-23,1.33111109059832,0.333,0.124,6.91909169344409e-19,0.209,"cact"
"CG31038",6.88659673313529e-23,1.59791846578893,0.277,0.093,7.69026257189218e-19,0.184,"CG31038"
"CG31145",7.55839410398183e-23,0.852755063310606,0.62,0.37,8.44045869591651e-19,0.25,"CG31145"
"stc",1.30662159605576e-22,1.34411126781744,0.338,0.131,1.45910433631547e-18,0.207,"stc"
"CG32264",1.31535013924484e-22,1.48063653969105,0.301,0.108,1.46885150049471e-18,0.193,"CG32264"
"CG17646",1.41226117023787e-22,0.670860602329768,0.77,0.542,1.57707204880463e-18,0.228,"CG17646"
"Keap1",1.69747386367036e-22,2.09847524736439,0.174,0.039,1.89556906356069e-18,0.135,"Keap1"
"phol",1.71086111893211e-22,1.68928335591493,0.248,0.077,1.91051861151149e-18,0.171,"phol"
"RFeSP",2.1127004636528e-22,-0.700121946374691,0.515,0.732,2.35925260776109e-18,-0.217,"RFeSP"
"Met",2.37722420361146e-22,1.60620936653864,0.262,0.086,2.65464626817291e-18,0.176,"Met"
"T48",2.50842422300443e-22,2.69786862210327,0.125,0.019,2.80115732982904e-18,0.106,"T48"
"beta-Spec",2.75582553942006e-22,0.687261495264163,0.745,0.502,3.07743037987038e-18,0.243,"beta-Spec"
"fl(2)d",2.84693189575492e-22,1.17321793063097,0.422,0.195,3.17916884798952e-18,0.227,"fl(2)d"
"simj",3.06392464732716e-22,1.78557612767715,0.223,0.064,3.42148465367024e-18,0.159,"simj"
"Ptpmeg2",3.27502346289826e-22,1.04388564007992,0.498,0.258,3.65721870101849e-18,0.24,"Ptpmeg2"
"Fit1",3.30498003249278e-22,1.44373215083911,0.301,0.109,3.69067120228468e-18,0.192,"Fit1"
"Atg17",3.6259021094415e-22,1.32197163977912,0.355,0.145,4.04904488561333e-18,0.21,"Atg17"
"CG5618",4.29925692824985e-22,2.16113001934445,0.172,0.039,4.8009802117766e-18,0.133,"CG5618"
"wnd",4.31058860010888e-22,2.16825907810316,0.169,0.038,4.81363428974159e-18,0.131,"wnd"
"Lint-1",4.31202547261177e-22,1.8363961473062,0.208,0.056,4.81523884526557e-18,0.152,"Lint-1"
"wus",4.78477179353086e-22,1.01818298978777,0.5,0.259,5.34315466183591e-18,0.241,"wus"
"nej",5.02310211076271e-22,1.00477893437906,0.498,0.25,5.60929812708872e-18,0.248,"nej"
"ND-18",7.28990192268339e-22,-1.1351391342066,0.275,0.519,8.14063347706055e-18,-0.244,"ND-18"
"Vha14-1",8.44633269542486e-22,-0.72496911932129,0.507,0.695,9.43201972098094e-18,-0.188,"Vha14-1"
"Atox1",1.04738905055501e-21,-1.23949812756803,0.24,0.488,1.16961935275478e-17,-0.248,"Atox1"
"Fkbp59",1.0781621989139e-21,-1.26568962031496,0.272,0.503,1.20398372752715e-17,-0.231,"Fkbp59"
"btsz",1.51013334748652e-21,0.417447778474731,0.902,0.768,1.6863659091382e-17,0.134,"btsz"
"scny",1.65810910454795e-21,1.44312725777608,0.306,0.117,1.8516104370487e-17,0.189,"scny"
"tou",1.89373310131908e-21,0.939276479721416,0.507,0.26,2.11473175424301e-17,0.247,"tou"
"emp",2.03787248368002e-21,1.12892041382254,0.419,0.194,2.27569220252548e-17,0.225,"emp"
"Nedd8",2.11574613864862e-21,-0.495480340111624,0.708,0.844,2.36265371302891e-17,-0.136,"Nedd8"
"CG14438",2.43066551011615e-21,1.62731801095072,0.245,0.078,2.7143241751467e-17,0.167,"CG14438"
"colt",2.44794993915515e-21,-1.05473295891754,0.289,0.537,2.73362569705456e-17,-0.248,"colt"
"AlaRS",2.56971672608695e-21,0.858714561689588,0.591,0.349,2.86960266802129e-17,0.242,"AlaRS"
"MSBP",2.58103296962123e-21,-1.00026330778045,0.382,0.587,2.88223951717602e-17,-0.205,"MSBP"
"Cpr49Ag",2.64213199784832e-21,1.27324091586571,0.299,0.108,2.95046880199722e-17,0.191,"Cpr49Ag"
"CycY",2.85123841246889e-21,1.1479285787112,0.422,0.203,3.18397793520401e-17,0.219,"CycY"
"Pde11",3.20989846090024e-21,1.06628115478288,0.449,0.218,3.5844936112873e-17,0.231,"Pde11"
"rut",3.22988497270774e-21,1.40721874153277,0.299,0.111,3.60681254902274e-17,0.188,"rut"
"Arpc3A",3.35169841936681e-21,-0.60881784049079,0.593,0.722,3.74284162490691e-17,-0.129,"Arpc3A"
"CG8677",3.44704999995488e-21,1.09831863634045,0.446,0.22,3.84932073494962e-17,0.226,"CG8677"
"crp",3.49790812798849e-21,0.830519302983188,0.615,0.375,3.90611400652474e-17,0.24,"crp"
"CG32280",3.54109668573355e-21,-1.39871116156696,0.225,0.467,3.95434266895866e-17,-0.242,"CG32280"
"G9a",4.22673202433284e-21,1.15343726358947,0.404,0.182,4.71999165157249e-17,0.222,"G9a"
"PEK",4.39955828203553e-21,1.74022627855699,0.216,0.063,4.91298673354907e-17,0.153,"PEK"
"gpp",4.82261618592477e-21,1.03512147156451,0.478,0.248,5.38541549482219e-17,0.23,"gpp"
"CG11034",4.85242274282775e-21,2.4579125693292,0.127,0.021,5.41870047691574e-17,0.106,"CG11034"
"CG34133",4.86675462931766e-21,2.18796346573587,0.159,0.035,5.43470489455903e-17,0.124,"CG34133"
"Six4",4.86858757779495e-21,2.40586121551644,0.142,0.028,5.43675174812362e-17,0.114,"Six4"
"Larp4B",4.94294330074855e-21,0.88254275077171,0.576,0.331,5.51978478394591e-17,0.245,"Larp4B"
"spz6",5.40840382766357e-21,1.82723538763069,0.201,0.055,6.03956455435191e-17,0.146,"spz6"
"HmgZ",5.50240859123027e-21,-0.652338975379378,0.571,0.78,6.14453967382685e-17,-0.209,"HmgZ"
"Pka-R2",5.62753959286689e-21,0.892332865501749,0.564,0.32,6.28427346335445e-17,0.244,"Pka-R2"
"Pvf1",5.6433070858782e-21,1.09286326702781,0.444,0.216,6.30188102280019e-17,0.228,"Pvf1"
"Ythdc1",6.05802162139366e-21,1.29146358429205,0.338,0.138,6.7649927446103e-17,0.2,"Ythdc1"
"CCT1",6.39229211837872e-21,0.496661688480171,0.831,0.7,7.13827260859351e-17,0.131,"CCT1"
"CG44325",6.94834482894157e-21,-0.532113794936837,0.745,0.871,7.75921667047906e-17,-0.126,"CG44325"
"Mnn1",6.98418411992725e-21,1.13816398462395,0.392,0.173,7.79923840672276e-17,0.219,"Mnn1"
"CG15099",7.05778957015436e-21,1.4799097594005,0.267,0.092,7.88143361299137e-17,0.175,"CG15099"
"CG6287",7.46695890817104e-21,-0.819476560343811,0.422,0.657,8.3383530127546e-17,-0.235,"CG6287"
"dod",7.5053648904539e-21,-0.994143219953674,0.321,0.555,8.38124097316987e-17,-0.234,"dod"
"drongo",9.6756669898969e-21,0.780853594563976,0.642,0.398,1.08048173276179e-16,0.244,"drongo"
"fry",9.88188298231898e-21,1.45799590969793,0.275,0.097,1.10350987263556e-16,0.178,"fry"
"spict",1.0078600909947e-20,1.64899197216803,0.228,0.07,1.12547736361379e-16,0.158,"spict"
"MetRS",1.06383591847508e-20,1.03842571607941,0.466,0.246,1.18798557016112e-16,0.22,"MetRS"
"RpL22",1.1791246182853e-20,0.706068712336172,0.686,0.451,1.3167284612392e-16,0.235,"RpL22"
"Tep4",1.2389593794826e-20,1.24180982792472,0.338,0.136,1.38354593906822e-16,0.202,"Tep4"
"SF1",1.36842173398871e-20,1.42984059168963,0.289,0.108,1.5281165503452e-16,0.181,"SF1"
"fwd",1.59910782608249e-20,1.14636476768594,0.395,0.178,1.78572370938631e-16,0.217,"fwd"
"flr",1.65994797601266e-20,0.815997198721402,0.603,0.345,1.85366390481334e-16,0.258,"flr"
"twin",1.71731185281299e-20,1.12481255751481,0.387,0.171,1.91772214603627e-16,0.216,"twin"
"Vsp37A",1.82115796439528e-20,-1.94708146564895,0.093,0.318,2.0336870988402e-16,-0.225,"Vsp37A"
"upSET",1.83998702038848e-20,1.17082100329377,0.39,0.178,2.05471350566782e-16,0.212,"upSET"
"CG5290",1.85861319802374e-20,2.30611922907764,0.15,0.032,2.07551335823311e-16,0.118,"CG5290"
"CG1582",1.94795693692215e-20,2.02187937829539,0.174,0.043,2.17528351146096e-16,0.131,"CG1582"
